"","X","sg_d_bg","sg_d_nd","lat","lon","nght_fl","landcvr","cn_mean","cn_max","h_can","cn_med","cn_h_25","cn_h_50","cn_h_60","cn_h_70","cn_h_75","cn_h_80","cn_h_85","cn_h_90","cn_h_95","cn_open","toc_rgh","cn_unc","cn_pho","toc_pho","sb_cn__","beam","filenam","year","month","day","hhmmss","RH_100_ALS","RH_99_ALS","RH_98_ALS","RH_95_ALS","RH_75_ALS","RH_50_ALS","RH_25_ALS"
"11",131004,194981,194985,35.1476135253906,-111.58667755127,0,111,3.52152442932129,17.7138671875,15.962646484375,2.0322265625,0.951904296875,1.037841796875,1.2822265625,1.455078125,1.6123046875,1.70556640625,1.8056640625,1.930419921875,2.0322265625,3.78256797790527,3.79337573051453,65.2987289428711,197,28,5,"1l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,18.293,16.83391,15.86546,14.03045,7.8495,0,0
"12",131005,194986,194990,35.1485137939453,-111.586776733398,0,111,4.43034315109253,17.262939453125,14.62353515625,1.20166015625,0.59228515625,0.613037109375,0.666748046875,0.696044921875,0.756103515625,0.786376953125,0.8623046875,0.997314453125,1.20166015625,4.67953491210938,2.10119891166687,10.192440032959,103,8,5,"1l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,19.064,17.12932,16.426,15.1192,10.866,2.597,0
"13",131006,194991,194995,35.1494102478027,-111.586875915527,0,111,2.72409677505493,15.581787109375,14.924072265625,1.0166015625,0.61181640625,0.677978515625,0.7158203125,0.742431640625,0.796630859375,0.830810546875,0.872802734375,0.945556640625,1.0166015625,3.78469634056091,1.29763174057007,14.8282661437988,140,11,5,"1l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,27.199,25.28592,24.17468,21.0968,12.661,1.472,0
"14",131007,194996,195000,35.1503105163574,-111.586990356445,0,111,3.08845710754395,14.029296875,11.785400390625,1.1630859375,0.577880859375,0.61767578125,0.664306640625,0.7138671875,0.79638671875,0.870849609375,0.965576171875,1.03955078125,1.1591796875,3.60229277610779,1.51792454719543,9.13948059082031,186,20,5,"1l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,21.668,20.09415,18.95606,16.24195,10.001,3.4955,0
"15",131008,195001,195005,35.1512107849121,-111.587104797363,0,111,5.15720319747925,26.410400390625,18.811279296875,3.820068359375,1.5538330078125,1.889892578125,2.236328125,2.456298828125,2.714599609375,2.96728515625,3.285400390625,3.56298828125,3.820068359375,4.15471792221069,4.60224008560181,18.8269176483154,307,58,5,"1l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,28.05,25.48686,23.684,20.2782,9.433,3.172,0.123
"16",131009,195006,195009,35.1521072387695,-111.587211608887,0,116,4.7968544960022,20.9608154296875,19.4000244140625,3.104736328125,0.6373291015625,0.7431640625,0.9556884765625,1.083740234375,1.197021484375,1.3079833984375,1.5643310546875,2.2833251953125,3.096923828125,4.84655094146729,1.72916376590729,16.6256217956543,129,7,130,"1l","ATL08_20190306160236_10420202_005_01.h5",2019,3,6,160236,36.177,19.0033,17.449,13.9385,6.2055,2.065,0.072
"17",218266,194919,194923,35.1376495361328,-111.57039642334,1,111,6.41689443588257,19.95654296875,17.2373046875,4.654541015625,0.771484375,0.881591796875,1.011962890625,1.175537109375,1.509765625,2.200439453125,3.120361328125,3.685302734375,4.6484375,5.43529510498047,1.85284650325775,29.8087768554688,137,23,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,20.792,17.2964,16.6547,15.1915,11.1305,6.287,0
"18",218267,194924,194928,35.1385498046875,-111.570503234863,1,111,7.98107481002808,26.049560546875,22.78662109375,7.1436767578125,1.196044921875,1.328125,1.467041015625,1.873291015625,2.44140625,2.892822265625,4.990966796875,6.510986328125,7.13232421875,6.15639448165894,4.54122924804688,51.0867614746094,157,17,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,33.198,28.3351,26.1948,17.49575,11.028,7.047,0
"19",218268,194929,194933,35.1394500732422,-111.570610046387,1,111,6.65277338027954,28.04833984375,25.4326171875,3.52978515625,1.05029296875,1.219970703125,1.41552734375,1.5693359375,1.781982421875,2.03759765625,2.19970703125,2.819091796875,3.52978515625,6.48068571090698,4.96682453155518,46.3288803100586,175,20,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,32.547,28.21006,26.88406,23.5882,12.025,6.439,0.085
"20",218269,194934,194938,35.1403465270996,-111.570709228516,1,111,7.65053987503052,22.158203125,21.62841796875,5.4913330078125,1.91015625,2.494140625,3.202880859375,3.585693359375,3.9013671875,4.076904296875,4.19970703125,4.3837890625,5.322265625,5.78961133956909,2.28699278831482,67.7037200927734,148,24,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,23.313,21.11416,20.07058,17.82985,11.09775,4.922,0
"21",218270,194939,194943,35.1412467956543,-111.570816040039,1,111,5.65328931808472,23.453369140625,15.6787109375,4.68701171875,0.75439453125,0.918701171875,1.0146484375,1.213623046875,1.603271484375,2.400146484375,3.256591796875,4.069580078125,4.68701171875,4.77762031555176,3.39720439910889,30.8100128173828,115,4,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,32.197,26.44132,20.85588,16.5805,8.576,3.192,0
"22",218271,194944,194948,35.142147064209,-111.570922851562,1,111,7.47288084030151,19.37939453125,17.45703125,6.60302734375,1.93798828125,2.3291015625,2.563232421875,2.977294921875,3.621337890625,4.486083984375,5.07177734375,5.79541015625,6.60302734375,4.99828863143921,1.68427634239197,18.9850540161133,95,18,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,19.139,17.39178,16.80536,15.5899,9.23925,2.204,0
"23",218272,194949,194953,35.1430473327637,-111.571029663086,1,111,6.45841598510742,17.037841796875,16.401611328125,5.600830078125,0.8232421875,1.298095703125,2.2490234375,2.909423828125,3.42236328125,4.44580078125,4.8271484375,5.114990234375,5.587646484375,4.58764123916626,1.19530427455902,21.4320983886719,107,15,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,19.96,15.70847,14.33176,12.465,7.82,3.737,0
"24",218273,194954,194958,35.1439476013184,-111.571136474609,1,111,9.74690532684326,20.41845703125,19.31103515625,9.536865234375,1.291259765625,1.8818359375,3.64208984375,5.97705078125,7.034423828125,7.474609375,8.081298828125,8.5400390625,9.536865234375,5.62666416168213,2.16631364822388,39.3457298278809,140,23,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,22.945,20.10132,19.204,17.7232,13.424,7.98,0
"25",218274,194959,194963,35.1448440551758,-111.571243286133,1,111,11.0998840332031,26.65869140625,25.739013671875,11.7716064453125,0.93701171875,1.068359375,1.235595703125,2.30517578125,4.288818359375,6.4716796875,8.515625,10.306396484375,11.57763671875,7.93659019470215,2.07457494735718,30.3686332702637,160,32,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,29.939,27.46826,26.21468,23.147,13.765,8.296,0
"26",218275,194964,194968,35.1457443237305,-111.571350097656,1,111,10.8277339935303,26.768798828125,24.99267578125,10.4625854492188,2.8897705078125,4.015625,5.6571044921875,6.352783203125,7.4093017578125,7.876953125,9.091796875,9.6796875,10.4222412109375,5.84438371658325,3.18568658828735,62.2510223388672,143,19,5,"1l","ATL08_20190605114210_10420302_005_01.h5",2019,6,5,114210,35.872,30.51787,28.23522,21.80525,13.9085,9.4055,0.536
