"","X.1","X","sg_d_bg","sg_d_nd","lat","lon","nght_fl","landcvr","cn_mean","cn_max","h_can","cn_med","cn_h_25","cn_h_50","cn_h_60","cn_h_70","cn_h_75","cn_h_80","cn_h_85","cn_h_90","cn_h_95","cn_open","toc_rgh","cn_unc","cn_pho","toc_pho","cn_flag","sb_cn_1","sb_cn_2","sb_cn_3","sb_cn_4","sb_cn_5","ls_flag","beam","filenam","year","month","day","hhmmss","RH_100_ALS","RH_99_ALS","RH_98_ALS","RH_95_ALS","RH_75_ALS","RH_50_ALS","RH_25_ALS","ALS_all_grid","ALS_abvg_grid"
"485",1433,563154,639288,639292,65.1770172119141,-147.514770507812,1,8,5.89093112945557,20.3095397949219,19.1583862304688,1.24369812011719,0.851654052734375,1.2403564453125,2.5521240234375,9.95965576171875,11.9586791992188,12.5830383300781,14.7746887207031,15.4171447753906,17.0474548339844,6.38708305358887,1.86780214309692,4.45278215408325,64,6,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,20.89,20.12,19.78,19.24,17.41,14.43,4.69,16.7683017635532,16.7683017635532
"486",1434,563155,639293,639297,65.1761245727539,-147.514999389648,1,8,6.68784427642822,16.4989013671875,16.1281127929688,2.40914916992188,0.9873046875,2.40914916992188,9.69461059570312,11.7145385742188,13.2277221679688,13.6468811035156,14.1727294921875,15.4377136230469,15.7218627929688,6.05304956436157,0,5.13278102874756,66,1,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,21.89,20.7058,20.28,19.299,17.08,13.31,0.49,15.206396039604,15.2565894039735
"487",1435,563156,639298,639302,65.1752319335938,-147.515228271484,1,8,7.00405359268188,20.826171875,18.4225769042969,2.82150268554688,1.17849731445312,2.22195434570312,10.0828857421875,11.7411193847656,13.6109619140625,14.5016174316406,15.202880859375,16.0049438476562,16.8078918457031,6.39441394805908,0.98042768239975,4.69137477874756,71,7,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,24.29,20.94,20.3002,19.58,17.31,13.76,4.1525,16.82749672346,16.8384983606557
"488",1436,563157,639303,639307,65.1743392944336,-147.515472412109,1,8,9.1792631149292,20.3637390136719,19.3898010253906,9.89865112304688,1.54541015625,9.89865112304688,12.30126953125,14.3955993652344,14.9747009277344,15.6986694335938,16.1368408203125,17.0684814453125,17.9007263183594,6.33977270126343,1.53379797935486,4.91280174255371,100,29,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,22.25,20.3537,20.01,19.48,17.59,14.76,4.0775,16.590518134715,16.6012184057032
"489",1437,563158,639308,639312,65.173454284668,-147.515716552734,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,60,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,18.22,14.88,13.954,11.07,0.36,0,0,5.24170582226762,5.27375128468654
"490",1438,563159,639313,639317,65.1725616455078,-147.51594543457,1,8,1.90199911594391,7.16830444335938,6.04693603515625,1.60116577148438,1.08154296875,1.592041015625,1.91961669921875,2.15817260742188,2.2877197265625,2.42794799804688,2.55197143554688,3.29409790039062,4.758544921875,1.2114953994751,1.26375019550323,3.57630681991577,95,21,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,11.64,5.94,4.31039999999999,0.345499999999993,0,0,0,1.89166355140187,2.22651982378855
"491",143,70051,638979,638983,65.2268447875977,-147.633422851562,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,0,0,1,0,0,0,0,0,0,"1l","ATL08_20190226071235_09140205_003_01.h5",2019,2,26,71235,4.64,0,0,0,0,0,0,3.0875,3.0875
"492",1439,563160,639318,639322,65.1716690063477,-147.516174316406,1,8,1.65345549583435,4.53927612304688,4.00823974609375,1.5008544921875,0.909210205078125,1.5008544921875,1.63998413085938,1.87612915039062,2.0352783203125,2.18194580078125,2.58706665039062,2.94708251953125,3.7138671875,0.889918446540833,0.714601337909698,3.49000930786133,91,32,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,10.66,7.6452,6.55,5.51,3.06,0.03,0,3.44766011955594,3.55052770448549
"493",1440,563161,639323,639327,65.1707763671875,-147.516403198242,1,8,1.21784651279449,4.03363037109375,3.88327026367188,1.06875610351562,0.71075439453125,1.05548095703125,1.15899658203125,1.3818359375,1.4384765625,1.534423828125,1.88272094726562,2.12863159179688,2.49526977539062,0.69887763261795,0.685301959514618,4.49268293380737,76,10,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,16.33,14.1978,12.6626,5.0615,3.48,2.45,0,3.72157968970381,3.74518807665011
"494",1441,563162,639328,639332,65.1698837280273,-147.516647338867,1,8,1.2005740404129,4.6470947265625,4.2344970703125,0.98736572265625,0.673492431640625,0.984466552734375,1.179443359375,1.29852294921875,1.3941650390625,1.500732421875,1.7073974609375,1.97994995117188,2.90380859375,0.776423811912537,0.905512571334839,3.60183167457581,70,8,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,16.71,14.39,13.4376,11.68,3.82,2.22,0,4.72925899280576,4.74969653179191
"495",1442,563163,639333,639337,65.1689910888672,-147.516876220703,1,8,1.08325326442719,3.10546875,2.6494140625,0.874160766601562,0.663330078125,0.868896484375,1.115478515625,1.16897583007812,1.28103637695312,1.62045288085938,1.67623901367188,1.827880859375,2.23556518554688,0.560055255889893,0.309841483831406,4.24257469177246,68,4,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,7.75,5.92,5.6742,5.22,3.86,2.05,0,3.66822730521801,3.67866666666667
"496",1443,563164,639338,639342,65.168098449707,-147.517105102539,1,8,1.09294533729553,2.57534790039062,2.2869873046875,0.96795654296875,0.747711181640625,0.96795654296875,1.05038452148438,1.2125244140625,1.28549194335938,1.49740600585938,1.61346435546875,1.95370483398438,2.141357421875,0.475408732891083,0.197930440306664,3.71008157730103,72,7,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,7.22,5.52,5.17,4.63,3.5825,2.41,0,3.40073498233216,3.40547770700637
"497",1444,563165,639343,639347,65.1672058105469,-147.517349243164,1,8,1.23688948154449,4.74679565429688,3.70709228515625,0.9771728515625,0.689483642578125,0.9771728515625,1.15582275390625,1.31536865234375,1.48422241210938,1.745849609375,1.97067260742188,2.42166137695312,2.79156494140625,0.804174900054932,0.726977348327637,3.96040558815002,76,13,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,6.99,5.859,5.469,4.97,3.74,2.27,0,3.49228968544258,3.51266372332597
"498",1445,563166,639348,639352,65.1663131713867,-147.517578125,1,8,1.1505184173584,4.7779541015625,4.45257568359375,0.8526611328125,0.625457763671875,0.851287841796875,1.031005859375,1.18124389648438,1.30111694335938,1.36508178710938,1.844970703125,2.19003295898438,2.65457153320312,0.811386466026306,0.865205466747284,3.49473643302917,78,12,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,7.49,5.1989,4.6626,4.11,2.65,0.12,0,2.77892918825561,2.81956178790535
"499",1446,563167,639353,639357,65.1654205322266,-147.517807006836,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,66,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,11.1,8.2026,7.16360000000001,4.41,2.53,0.44,0,2.82820493066256,2.86518345042935
"500",1447,563168,639358,639362,65.1645278930664,-147.518035888672,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,59,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,7.76,5.31,4.99,4.395,2.965,0.59,0,3.15775887573965,3.17624255952381
"501",1448,563169,639363,639367,65.1636352539062,-147.518264770508,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,66,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,8.56,6.07,5.7468,5.24,3.49,0.25,0,3.67201747997087,3.6827319211103
"502",144,70052,638984,638988,65.225959777832,-147.633651733398,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,17,0,1,0,0,0,1,1,0,"1l","ATL08_20190226071235_09140205_003_01.h5",2019,2,26,71235,9.45,5.2514,4.1,0,0,0,0,5.25206349206349,5.25206349206349
"503",1449,563170,639368,639372,65.1627426147461,-147.518508911133,1,8,1.83700370788574,8.25997924804688,7.722412109375,0.83306884765625,0.6820068359375,0.83306884765625,1.00848388671875,1.35089111328125,1.7705078125,2.2628173828125,3.65811157226562,5.65786743164062,7.40496826171875,2.09220409393311,0.917213797569275,4.4129753112793,56,7,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,13.39,10.6356,9.69280000000001,7.76,2.78,0.45,0,3.67632498101746,3.7014373088685
"504",1450,563171,639373,639377,65.1618499755859,-147.518737792969,1,8,1.77869081497192,10.4364929199219,10.0779418945312,0.928878784179688,0.72412109375,0.926666259765625,1.17855834960938,1.4677734375,1.543701171875,1.793701171875,2.44894409179688,4.46612548828125,7.64935302734375,2.15497946739197,1.00974500179291,4.48655605316162,68,4,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,16.74,15.2994,14.8,14.027,10.15,1.99,0,8.74860085227273,8.77343304843305
"505",1451,563172,639378,639382,65.1609573364258,-147.518966674805,1,8,2.83984136581421,11.024169921875,10.1981506347656,1.85043334960938,0.89788818359375,1.84542846679688,2.38162231445312,4.1051025390625,4.49777221679688,4.89602661132812,5.57855224609375,6.33059692382812,8.45751953125,2.52920532226562,0.928941190242767,5.65768623352051,74,4,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,18.57,17.01,16.46,15.41,12.39,8.95,0.3,11.7304710632571,11.7698919648886
"506",1452,563173,639383,639387,65.1600646972656,-147.519195556641,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,68,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.56,17.516,17.03,16.15,13.05,9.57,0.51,12.6206391478029,12.6290273151233
"507",1453,563174,639388,639392,65.1591720581055,-147.519439697266,1,8,2.87188982963562,15.0256652832031,14.8898620605469,1.33001708984375,0.90625,1.33001708984375,1.70648193359375,2.37789916992188,3.35302734375,4.3988037109375,6.07229614257812,6.75433349609375,9.57229614257812,3.36543035507202,1.07180404663086,4.84634971618652,77,4,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,20.19,18.5739,18.04,16.9,13.67,10.67,0.36,13.7379522862823,13.7379522862823
"508",1454,563175,639393,639397,65.1582794189453,-147.519668579102,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,57,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.25,17.6,17.1906,16.6415,15.04,13.37,0.39,14.8743273691186,14.8743273691186
"509",1455,563176,639398,639402,65.1573867797852,-147.519897460938,1,8,4.70416307449341,14.7752075195312,14.348876953125,1.78082275390625,0.931182861328125,1.78082275390625,5.45950317382812,7.8106689453125,8.46548461914062,8.82586669921875,10.656005859375,11.6952514648438,13.0183410644531,4.42946290969849,1.03839325904846,3.91170358657837,80,11,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.84,18.6795,18.25,17.37,14.38,11.15,1.9525,13.267251808021,13.2759473684211
"510",1456,563177,639403,639407,65.156494140625,-147.520126342773,1,8,6.66505575180054,14.9670715332031,14.8453979492188,7.07035827636719,1.3289794921875,6.9588623046875,8.837890625,10.6915588378906,11.1414794921875,11.841796875,12.3766174316406,13.1841430664062,14.3851013183594,4.93832921981812,1.05710315704346,3.56671285629272,99,25,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.08,16.7447,16.42,15.64,12.77,7.29,0,10.4895391061453,10.5334572230014
"511",1457,563178,639408,639412,65.1556015014648,-147.520355224609,1,8,5.96530485153198,15.0849609375,14.4997253417969,5.763671875,1.4505615234375,5.763671875,6.9385986328125,8.39047241210938,8.73297119140625,10.3139953613281,11.483642578125,12.6475219726562,13.6040344238281,4.30762338638306,0.843960404396057,3.69023084640503,117,18,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.86,17.131,16.53,15.25,12.18,7.24,0.2,10.6753616456536,10.6824435590969
"512",1458,563179,639413,639417,65.1547088623047,-147.520599365234,1,8,6.70283365249634,16.5895385742188,14.8420104980469,7.63143920898438,1.36904907226562,7.63143920898438,9.14663696289062,10.0279235839844,10.4024658203125,10.7716674804688,11.4905700683594,12.5849304199219,13.3985900878906,4.64224147796631,1.46167421340942,4.3580207824707,130,27,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.07,17.34,16.956,15.64,12.14,6.46,0.26,10.2504298186702,10.2986909581646
"513",145,70053,638989,638993,65.2250671386719,-147.633880615234,1,8,1.43288719654083,5.7886962890625,5.7294921875,0.8489990234375,0.6263427734375,0.8489990234375,1.18682861328125,1.31341552734375,1.6514892578125,2.0689697265625,2.5428466796875,3.483642578125,4.86749267578125,1.26445126533508,1.06852865219116,2.40547919273376,55,4,1,1,1,1,1,1,0,"1l","ATL08_20190226071235_09140205_003_01.h5",2019,2,26,71235,9.63,7.64,6.65,5.42,0,0,0,4.758081232493,4.78459154929577
"514",1459,563180,639418,639422,65.1538162231445,-147.52082824707,1,8,4.81575441360474,15.5301513671875,13.3895263671875,3.4591064453125,1.04727172851562,3.45703125,5.36386108398438,7.17001342773438,8.37136840820312,9.46347045898438,10.0739440917969,11.139404296875,11.4785461425781,4.03545045852661,1.45718717575073,2.51819229125977,108,26,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.5,15.74,14.9134,13.7035,8.57,2.3,0,7.4900213371266,7.55408895265423
"515",1460,563181,639423,639427,65.1529235839844,-147.521057128906,1,8,6.72802639007568,15.4596557617188,14.6217956542969,6.51708984375,1.99591064453125,6.51708984375,8.38406372070312,10.1676025390625,10.6455383300781,11.466552734375,12.1257629394531,12.8675231933594,13.5361938476562,4.52513933181763,1.60913622379303,2.69386744499207,86,31,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,26.16,20.5876,20.13,18.67,10,0.24,0,9.90701767870869,10.0065838509317
"516",1461,563182,639428,639432,65.1520309448242,-147.521286010742,1,8,2.28614974021912,5.56126403808594,4.91448974609375,2.12791442871094,0.765548706054688,2.12791442871094,3.01457214355469,3.27810668945312,3.3663330078125,3.54115295410156,3.93673706054688,4.03791809082031,4.89987182617188,1.44511878490448,0,1.82752048969269,54,1,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,10.91,6.85780000000001,6.3078,5.13,0,0,0,4.56615494978479,4.62521802325581
"517",1462,563183,639433,639437,65.1511383056641,-147.521514892578,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,40,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,7.66,4.2363,2.8252,0,0,0,0,2.46879032258065,2.47890688259109
"518",1463,563184,639438,639442,65.1502532958984,-147.521743774414,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,34,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,8.77,1.4008,0.53,0,0,0,0,1.295,1.33260355029586
"519",1464,563185,639443,639447,65.1493606567383,-147.521987915039,1,1,1.58205950260162,6.32150268554688,5.90380859375,1.01945495605469,0.668701171875,1.01513671875,1.29421997070312,1.70401000976562,2.00997924804688,2.322265625,2.79928588867188,3.38339233398438,4.53158569335938,1.3229603767395,1.2799528837204,1.84301686286926,57,17,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,10.76,4.82440000000002,3.76159999999998,0,0,0,0,3.22807407407407,3.37550387596899
"520",1465,563186,639448,639452,65.1484680175781,-147.522216796875,1,1,1.32807683944702,5.457763671875,4.9664306640625,0.998382568359375,0.720916748046875,0.998382568359375,1.106201171875,1.29922485351562,1.49118041992188,1.64794921875,2.30697631835938,2.57012939453125,3.67214965820312,0.986332178115845,0.99198442697525,2.11351799964905,74,11,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,10.76,0.720500000000011,0,0,0,0,0,2.52295774647887,2.63147058823529
"521",1466,563187,639453,639457,65.147575378418,-147.522445678711,1,1,1.53329181671143,8.266357421875,4.56869506835938,1.20599365234375,0.894287109375,1.19131469726562,1.4161376953125,1.62814331054688,1.72021484375,1.88275146484375,2.1917724609375,2.63571166992188,3.56365966796875,1.06366014480591,1.62155842781067,2.80190849304199,112,14,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,9.69,5.9497,4.9694,0.25,0,0,0,2.68868360277136,2.94369620253165
"522",1467,563188,639458,639462,65.1466827392578,-147.522674560547,1,1,1.64487242698669,8.03298950195312,5.9813232421875,1.15261840820312,0.91717529296875,1.15261840820312,1.30569458007812,1.48788452148438,1.65115356445312,1.87796020507812,2.68695068359375,3.22186279296875,5.14532470703125,1.31148207187653,1.85063409805298,2.79358577728271,91,4,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,11.58,8.6782,7.4582,5.74,0.1,0,0,3.90891203703704,4.02358760429082
"523",1468,563189,639463,639467,65.1457901000977,-147.522918701172,1,1,2.60591840744019,9.46572875976562,9.21697998046875,1.63796997070312,1.22225952148438,1.63796997070312,1.98568725585938,2.5096435546875,3.01007080078125,3.54995727539062,4.85244750976562,5.60000610351562,7.87167358398438,2.1602303981781,1.70126461982727,3.86383581161499,106,17,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,13.53,10.96,9.9608,8.34,0.56,0,0,5.09731587561375,5.24645324347093
"524",146,70054,638994,638998,65.2241744995117,-147.634124755859,1,8,0.950479924678802,5.4649658203125,3.0601806640625,0.71490478515625,0.59490966796875,0.71490478515625,0.83367919921875,0.90301513671875,1.05255126953125,1.280029296875,1.38690185546875,1.511962890625,1.716064453125,0.667202949523926,0,2.04776859283447,100,1,1,1,1,1,1,1,0,"1l","ATL08_20190226071235_09140205_003_01.h5",2019,2,26,71235,10.1,8.10919999999998,7.37,6.26,0.17,0,0,4.87204610951009,4.89989855072464
"525",1469,563190,639468,639472,65.1448974609375,-147.523147583008,1,1,1.94316828250885,8.49630737304688,6.58880615234375,1.37785339355469,0.880767822265625,1.3724365234375,1.59078979492188,1.91424560546875,2.17242431640625,2.82110595703125,3.62615966796875,4.26602172851562,5.38812255859375,1.56578421592712,1.43640732765198,3.34433841705322,86,14,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,12.87,9.33039999999999,7.5916,5.81,0.16,0,0,4.08559031281534,4.23812565445026
"526",1470,563191,639473,639477,65.1440048217773,-147.523376464844,1,1,1.42376089096069,6.4466552734375,4.33172607421875,1.04542541503906,0.7879638671875,1.03762817382812,1.22982788085938,1.55337524414062,1.69271850585938,1.828857421875,1.97726440429688,2.289794921875,3.76345825195312,1.04076933860779,0.934020280838013,3.50757670402527,78,6,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,12.01,8.10829999999997,6.0838,4.28,0,0,0,3.48017741935484,3.65464406779661
"527",1471,563192,639478,639482,65.1431121826172,-147.52360534668,1,1,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,107,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,11.13,6.68360000000001,5.55360000000001,3.86,0,0,0,2.90832658569501,3.09301724137931
"528",1472,563193,639483,639487,65.142219543457,-147.523834228516,1,1,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,80,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,12.7,8.3399,7.07639999999999,4.8665,0,0,0,3.52921540656205,3.65298375184638
"529",1473,563194,639488,639492,65.1413269042969,-147.524078369141,1,8,1.58315801620483,7.30288696289062,6.5032958984375,1.02435302734375,0.6954345703125,1.02435302734375,1.29345703125,1.6741943359375,2.0892333984375,2.3592529296875,2.8062744140625,3.2362060546875,4.20986938476562,1.31625866889954,1.29387819766998,4.36607646942139,87,4,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,12.7,8.43,7.55719999999999,5.85,0.36,0,0,3.76906194690266,3.85361990950226
"530",1474,563195,639493,639497,65.1404342651367,-147.524307250977,1,8,1.82337391376495,7.49395751953125,6.51370239257812,1.07916259765625,0.674774169921875,1.07916259765625,1.37030029296875,2.21072387695312,2.3104248046875,2.78970336914062,3.42315673828125,4.47610473632812,5.30413818359375,1.62073445320129,0.938690304756165,3.91415596008301,66,7,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,11.51,7.9241,7.14,6.15,3.66,0,0,4.72831504702194,4.77262658227848
"531",1475,563196,639498,639502,65.1395416259766,-147.524536132812,1,8,2.52260613441467,7.354248046875,7.354248046875,1.69781494140625,0.7808837890625,1.69781494140625,2.92266845703125,3.262939453125,3.982177734375,4.4449462890625,5.122314453125,5.88262939453125,6.43988037109375,1.98811399936676,0.585405111312866,4.47477436065674,33,4,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,13.01,10.27,9.48,8.409,5.27,0.18,0,6.17675432006011,6.22311127933384
"532",1476,563197,639503,639507,65.1386489868164,-147.524765014648,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,41,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,19.09,13.9633,12.9666,11.6,7.97,2.96,0,8.55183466279913,8.60762043795621
"533",1477,563198,639508,639512,65.1377563476562,-147.525009155273,1,8,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,3.40282346638529e+23,54,0,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,20.91,20.01,19.78,19.29,16.97,12.16,0.19,16.2564397905759,16.2564397905759
"534",1478,563199,639513,639517,65.1368637084961,-147.525238037109,1,8,2.81456136703491,17.9438781738281,17.6749877929688,1.1463623046875,0.77606201171875,1.1463623046875,1.3677978515625,1.59237670898438,1.69631958007812,1.84185791015625,3.90103149414062,11.2622680664062,14.4452209472656,4.4312949180603,0.311187237501144,6.58127450942993,70,3,1,1,1,1,1,1,0,"2l","ATL08_20181226100839_13560105_003_01.h5",2018,12,26,100839,21.59,20.524,20.22,19.73,18.14,15.63,0.25,18.3868999345978,18.3868999345978
